Id,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
135,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,NA,12,NA,NA,NA,Canada,NA,NA,Microsoft SQL Server,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,White or of European descent,Man,"Industry that Iü??d be working in;Languages, frameworks, and other technologies Iü??d be working with;Office environment or company culture",NA,"Iü??m not actively looking, but I am open to new opportunities",Rust,C;C#;C++,Unity 3D;Unreal Engine,.NET;Unity 3D;Unreal Engine,Github,Github,NA,NA,NA,Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Every few months,Yes,NA,No,NA,Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,NA,Android;Windows,Android;Windows,NA,Straight / Heterosexual,Yes,"No, not at all",Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,NA,ASP.NET,NA,A lot less welcome now than last year,NA,3,NA
136,I am a developer by profession,Yes,63,17,Yearly,120000,129718,Germany,European Euro,EUR,Microsoft SQL Server,Microsoft SQL Server,"Developer, desktop or enterprise applications",Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies Iü??d be working with;Remote work options",Very dissatisfied,I am not interested in new job opportunities,NA,NA,NA,NA,NA,NA,No,Neutral,Not at all important/not necessary,NA,NA,Once every few years,No,Onboarding? What onboarding?,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Visit developer communities like Stack Overflow,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,"Just me - I am a freelancer, sole proprietor, etc.",Windows,Windows,NA,Straight / Heterosexual,Yes,"Yes, definitely",Daily or almost daily,Multiple times per day,Easy,Too long,No,"A natural science (such as biology, chemistry, physics, etc.)",NA,NA,Just as welcome now as I felt last year,40,46,35
137,I am a developer by profession,Yes,25,18,Yearly,215000,215000,United States,United States dollar,USD,NA,DynamoDB;Microsoft SQL Server;MySQL,"Database administrator;Designer;Developer, back-end;Developer, full-stack;DevOps specialist;System administrator","Bachelorü??s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,Flex time or a flexible schedule;How widely used or impactful my work output would be;Family friendliness,Slightly satisfied,"Iü??m not actively looking, but I am open to new opportunities",Dart,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Unity 3D,.NET;.NET Core;React Native,NA,Slack;Microsoft Azure;Trello,No,Extremely important,Fairly important,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Every few months,No,Yes,No,Never,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,MacOS,"10,000 or more employees",NA,Android;Docker;iOS;Microsoft Azure;Windows,I have little or no influence,Straight / Heterosexual,No,"No, not at all",NA,Multiple times per day,Easy,Appropriate in length,No,"Information systems, information technology, or system administration",NA,Angular;Angular.js;ASP.NET;ASP.NET Core;jQuery;React.js;Vue.js,Just as welcome now as I felt last year,60,4,2
138,I am a developer by profession,No,30,17,Yearly,45000,45000,United States,United States dollar,USD,Microsoft SQL Server;MongoDB;MySQL,Microsoft SQL Server;MongoDB;MySQL,"Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;Marketing or sales professional;System administrator","Bachelorü??s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Woman,"Diversity of the company or organization;Flex time or a flexible schedule;Languages, frameworks, and other technologies Iü??d be working with",Slightly satisfied,"Iü??m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;PHP;SQL;TypeScript,.NET;.NET Core;Cordova;Node.js,Node.js,"Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",No,Neutral,NA,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company",Once every few years,Not sure,Onboarding? What onboarding?,No,Rarely: 1-2 days per year or less,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Meditate;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,100 to 499 employees,Windows,Windows,I have little or no influence,Gay or Lesbian;Queer,Yes,"No, not really",A few times per month or weekly,A few times per week,Easy,Appropriate in length,Yes,"Computer science, computer engineering, or software engineering",Angular;ASP.NET;ASP.NET Core,Angular,Just as welcome now as I felt last year,40,13,8
139,"I used to be a developer by profession, but no longer am",No,49,13,NA,NA,NA,Canada,NA,NA,NA,NA,Designer,"Masterü??s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Man,NA,NA,NA,NA,NA,NA,Unreal Engine,Jira,Confluence;Jira;Microsoft Teams,NA,NA,Very important,NA,NA,Once every few years,No,NA,Yes,NA,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Do other work and come back later,Windows,NA,NA,NA,NA,Straight / Heterosexual,Yes,"Yes, definitely",A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"A natural science (such as biology, chemistry, physics, etc.)",NA,NA,Just as welcome now as I felt last year,NA,35,20
140,I am a developer by profession,Yes,23,16,NA,NA,NA,Serbia,NA,NA,MariaDB;MySQL;PostgreSQL,MariaDB;MySQL,NA,"Bachelorü??s degree (B.A., B.S., B.Eng., etc.)",Student,White or of European descent,Man,Flex time or a flexible schedule;Remote work options;Family friendliness,NA,"Iü??m not actively looking, but I am open to new opportunities",C#;C++;Go;Java,Java,Hadoop,Apache Spark;Hadoop,Github;Slack,Github;Slack;Stack Overflow for Teams,NA,NA,NA,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a year,Not sure,NA,No,NA,Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Windows,NA,Android,Android;Linux,NA,Straight / Heterosexual,No,"No, not really",NA,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",NA,NA,Somewhat more welcome now than last year,NA,6,NA
141,I am a developer by profession,Yes,27,25,Yearly,53000,53000,United States,United States dollar,USD,Microsoft SQL Server;MongoDB;SQLite,Microsoft SQL Server,"Developer, back-end;Developer, front-end;Developer, full-stack","Associate degree (A.A., A.S., etc.)",Employed full-time,Hispanic or Latino/a/x,Man,Remote work options;Opportunities for professional development;Family friendliness,Neither satisfied nor dissatisfied,"Iü??m not actively looking, but I am open to new opportunities",C#;Dart;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,C#;HTML/CSS;JavaScript;SQL,.NET;Flutter;Node.js;React Native,.NET,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)","Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",No,Somewhat important,Fairly important,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,No,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,100 to 499 employees,Android;iOS;MacOS;Microsoft Azure;Windows,Microsoft Azure;Windows,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,Web development or web design,Angular;Angular.js;ASP.NET;jQuery;React.js;Ruby on Rails;Vue.js,ASP.NET,A lot less welcome now than last year,40,3,1
142,I am a developer by profession,Yes,25,10,Yearly,97500,97500,United States,United States dollar,USD,Elasticsearch;PostgreSQL,Elasticsearch;PostgreSQL,"Developer, QA or test",Some college/university study without earning a degree,Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies Iü??d be working with;Specific department or team Iü??d be working on;Opportunities for professional development",Very satisfied,I am not interested in new job opportunities,Haskell;Java;Python;Rust;SQL,Bash/Shell/PowerShell;Java;JavaScript;Python;Scala;SQL,Apache Spark;Pandas,Apache Spark;Pandas;Puppet,Confluence;Jira;Github;Slack;Microsoft Teams,Confluence;Jira;Github;Slack;Microsoft Teams,Yes,Extremely important,Very important,Better compensation;Better work/life balance;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a year,No,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Do other work and come back later,Windows,"1,000 to 4,999 employees",AWS;Docker;Linux,AWS;Docker;Linux,I have little or no influence,Straight / Heterosexual,Yes,"Yes, definitely",Daily or almost daily,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular.js,Angular.js,Just as welcome now as I felt last year,40,15,5
143,I am a developer by profession,Yes,32,14,Yearly,75000,75000,United States,United States dollar,USD,MySQL;SQLite,MySQL;SQLite,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile","Bachelorü??s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies Iü??d be working with;How widely used or impactful my work output would be;Family friendliness",Slightly satisfied,"Iü??m not actively looking, but I am open to new opportunities",HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL,HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL;Swift,NA,NA,"Gitlab;Slack;Google Suite (Docs, Meet, etc)","Gitlab;Slack;Google Suite (Docs, Meet, etc)",No,Neutral,Critically important,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Once every few years,No,Onboarding? What onboarding?,No,Rarely: 1-2 days per year or less,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,MacOS,2 to 9 employees,Android;Arduino;Docker;iOS;Kubernetes;Linux;MacOS,Android;iOS;Linux;MacOS;WordPress,I have some influence,Straight / Heterosexual,Yes,"Yes, definitely",A few times per month or weekly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular;jQuery,Angular;jQuery,Just as welcome now as I felt last year,38,16,10
144,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,26,11,Yearly,25000,32315,United Kingdom,Pound sterling,GBP,NA,Microsoft SQL Server,System administrator,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,White or of European descent,Man,"Industry that Iü??d be working in;Languages, frameworks, and other technologies Iü??d be working with;Office environment or company culture",Slightly dissatisfied,I am actively looking for a job,Bash/Shell/PowerShell;C#;Go;Python,Bash/Shell/PowerShell;Python,NA,NA,NA,Github;Gitlab,No,Extremely important,Fairly important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities,Personal network - friends or family,Once every few years,Yes,No,No,Often: 1-2 days per week or more,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Do other work and come back later,Windows,"1,000 to 4,999 employees",AWS;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows,Docker;Google Cloud Platform;Linux;Microsoft Azure;Raspberry Pi;Windows,I have little or no influence,Queer,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,A few times per week,Easy,Too long,No,NA,NA,NA,Just as welcome now as I felt last year,37,4,3
