UniqueID,What is your gender?,What is your age?,What is your race?,Are you hispanic?,What is your level of education?,What is your income?,What area of New York are you from?,What is your zip code?,What is your borough?,Do you have a drivers license?,Do you have access to a car?,Reason for car,What type of car do you have?,Where do you park your car?,Do you pay to park?,Do you have a smartphone?,Do you own a bike?,How many bikes do you own?,qBIKETYPE1,Where do your packages get delivered?,"If you get parcels at a postal store, how far away are they?",Opinion of the subway,Has this affected how often you use the subway?,Opinion on the bus service,Has this affected how often you use the bus,Relationship status,Do you get state welfare?,Are you disabled?,What type of building do you live in?,Do you rent or own your house?,How many children do you have?,Do you accompany your children to school?,Employment Status,What type of industry do you work in?,How many fulltime jobs do you have?,How many part time jobs do you have?,How many jobs do you have?,Where do you work?,Can you work from home?,Which borough do you work in?,What time do you go to work?,What time do you finish work?,What is your preferred language?
50201585,Male,24,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$15,000 - $24,999",Outer Brooklyn,11208,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,On the street,NA,Yes,Yes,2,Yes,My doorstep,NA,Getting better,I use the subway the same amount,Getting better,I take the bus the same amount,Single,No,No,A one family house attached to one or more houses,Own,None,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,1,2 jobs,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,1pm,12:00 AM,NA
50201586,Female,23,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","Less than $14,999",Northern Manhattan,10033,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,Other,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Arts & Entertainment,1,0,1 job,Other,"Yes, work from home",NA,7:00 AM,6pm,NA
50201587,Female,28,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Inner Brooklyn,11231,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,Other,NA,Staying the same,NA,Getting worse,I take the bus less frequently,Single,No,No,A building with 10 to 49 apartments,Rent,One,Yes,Employed part time (working less than 30 hours per week),Non-profit,NA,1,1 job,At an office,"Yes, work from home",NA,10am,630pm,NA
50201589,Female,999,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)",Refused,Manhattan Core,10075,Manhattan,Yes,I personally own or lease a car,1,Refused,In another parking garage or lot,Yes,Yes,Yes,NA,NA,My doorman,NA,Getting better,I use the subway the same amount,Getting worse,I take the bus less frequently,Refused,No,No,A building with 50 or more apartments,Own,One,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,8:30 AM,5:00 PM,NA
50201592,Female,44,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","$50,000 - $74,999",Northern Bronx,10473,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Rent,Refused,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At an office,"Yes, work from home",NA,900,500,NA
50201594,Male,40,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Northern Manhattan,10029,Manhattan,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",3,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,A postal store,3-5 blocks,Staying the same,NA,Getting better,I take the bus the same amount,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
50201598,Female,41,Black/ African American/ Caribbean American,"Yes, Other",Some high school,"Less than $14,999",Northern Manhattan,10034,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,1,Yes,A postal store,Less than 1 block,Getting worse,I use the subway less frequently,Getting better,I take the bus more frequently,Divorced,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Education,NA,1,1 job,At a school or day care facility,"Yes, work from home",NA,7AM,4PM,NA
50201599,Male,25,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","Less than $14,999",Inner Brooklyn,11213,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Retail,1,0,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,11pm,9am,NA
50201600,Female,52,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Inner Brooklyn,11216,Brooklyn,Yes,I personally own or lease a car,3,Gasoline,On the street,NA,Yes,No,NA,NA,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",1-2 blocks,Getting worse,I use the subway less frequently,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Transportation and Utilities,1,0,1 job,Other,"Yes, work from home",NA,11:00 AM,730 pm,NA
50201601,Female,36,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Manhattan Core,10024,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Non-profit,1,1,2 jobs,At an office,"Yes, work from home",NA,09:30,05:30,NA
50201603,Male,55,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$75,000 - $99,999",Inner Brooklyn,11238,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,NA,NA,My lobby,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),"Capital Goods (aerospace & defense, electrical, machinery)",1,0,1 job,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,6pm,5pm,NA
50201611,Refused,18,Other,"Yes, Other","High school graduate or equivalent (i.e., GED)",NA,Outer Brooklyn,11209,Brooklyn,No,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,No,Yes,2,Yes,My doorstep,NA,NA,NA,NA,NA,Married,No,No,A building with 10 to 49 apartments,Rent,Three,Yes,Employed full time (working more than 30 hours per week),Hospitality,1,0,1 job,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",NA,900,800,NA
50201612,Female,31,Other,"Yes, Other",Some high school,"Less than $14,999",Southern Bronx,10452,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,Other,NA,Staying the same,NA,Staying the same,NA,Married,No,No,NA,NA,None,NA,Employed full time (working more than 30 hours per week),Government,2,0,2 jobs,"At a store, restaurant, or hotel","Yes, work from home",NA,8pm,4am,NA
50201613,Female,26,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)",NA,Southern Bronx,10459,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,1-2 blocks,Staying the same,NA,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,NA,None,NA,Employed full time (working more than 30 hours per week),Other,1,0,1 job,Other,"Yes, work from home",NA,09:30,930,NA
50201614,Female,33,Other,"Yes, Other","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Manhattan Core,10018,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus the same amount,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Retail,1,1,2 jobs,From home,"No, do not work from home",NA,,,NA
50201616,Female,38,Other,"Yes, Other","High school graduate or equivalent (i.e., GED)","Less than $14,999",Inner Brooklyn,11221,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,NA,NA,Getting worse,I take the bus the same amount,Married,No,No,A building with 2 to 9 apartments,Rent,One,NA,Employed part time (working less than 30 hours per week),Financial services,NA,1,1 job,Other,"Yes, work from home",NA,9-3pm,9pm,NA
50201617,Female,18,Black/ African American/ Caribbean American,"Yes, Other","High school graduate or equivalent (i.e., GED)","Less than $14,999",Southern Bronx,10453,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,10-20 blocks,Getting better,I use the subway less frequently,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,Two,No,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
50201625,Male,18,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","Less than $14,999",Southern Bronx,10451,The Bronx,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",NA,NA,NA,NA,Yes,No,NA,NA,A postal store,1-2 blocks,Getting worse,I use the subway less frequently,Getting worse,I take the bus the same amount,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
50201626,Male,27,Other,"Yes, Other",Some college but degree not received or in progress,"Less than $14,999",Middle Queens,11435,Queens,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",4 or more,Gasoline,In a shared driveway,NA,Yes,No,NA,NA,My workplace,NA,Staying the same,NA,Staying the same,NA,Widowed,No,No,A one family house detached from any other house,Own,One,NA,Employed part time (working less than 30 hours per week),Media,NA,1,1 job,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",NA,depend,rotativo,NA
50201630,Male,24,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$15,000 - $24,999",Outer Brooklyn,11234,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),10-20 blocks,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Single,No,No,A one family house detached from any other house,Own,One,Yes,Employed full time (working more than 30 hours per week),Government,1,0,1 job,Other,"Yes, work from home",NA,4am,2:30pm,NA
50201635,Female,60,Other,"Yes, Other","High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Southern Bronx,10460,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,A postal store,3-5 blocks,Getting worse,I use the subway more frequently,Staying the same,NA,Single,No,Yes,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,Other,"Yes, work from home",NA,YONKERS NY,7AM,NA
50201636,Female,31,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Southern Bronx,10457,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,More than 20 blocks,Getting worse,I use the subway less frequently,Getting better,I take the bus more frequently,Single,Yes,No,A building with 2 to 9 apartments,Rent,Two,Yes,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
50201637,Female,44,Black/ African American/ Caribbean American,"Yes, Other","High school graduate or equivalent (i.e., GED)","Less than $14,999",Northern Manhattan,10034,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,3-5 blocks,Staying the same,NA,Staying the same,NA,Married,Yes,No,A building with 50 or more apartments,Rent,One,No,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
50201638,Male,28,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Northern Manhattan,10027,Manhattan,Yes,I personally own or lease a car,1,Hybrid,On the street,NA,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),6-10 blocks,Getting worse,I use the subway less frequently,Refused,NA,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Refused,NA,2,2 jobs,"At a stadium, concert hall, or event space","Yes, work from home",NA,4pm,1am,NA
50201639,Male,51,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Manhattan Core,10128,Manhattan,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,1,Yes,My doorman,NA,Staying the same,NA,NA,NA,Married,No,No,A building with 50 or more apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Transportation and Utilities,1,0,1 job,Other,"Yes, work from home",NA,7:30am,6:30pm,NA
50201644,Male,33,Black/ African American/ Caribbean American,"Yes, Puerto Rican","High school graduate or equivalent (i.e., GED)","$100,000 - $149,999",Inner Brooklyn,11225,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,3,Yes,My doorstep,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Rent,Two,Yes,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"Yes, work from home",NA,999,999,NA
50201649,Female,27,Other,"Yes, Other",Some college but degree not received or in progress,"$50,000 - $74,999",Southern Bronx,10453,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),1-2 blocks,Getting better,I use the subway the same amount,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Rent,Two,Yes,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
50201654,Female,50,Other,"Yes, Mexican, Mexican American, Chicano","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Northern Bronx,10473,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus the same amount,Married,No,No,A one family house detached from any other house,Rent,One,No,Employed part time (working less than 30 hours per week),Hospitality,NA,1,1 job,At an office,"Yes, work from home",NA,900,400,NA
50201655,Female,46,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Outer Brooklyn,11223,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,In a shared driveway,NA,Yes,Yes,2,Yes,My workplace,NA,NA,NA,NA,NA,Single,No,No,A one family house attached to one or more houses,Rent,One,Yes,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At an office,"Yes, work from home",NA,8:30 AM,5:00 PM,NA
50201656,Female,45,Two or more races,"Yes, Puerto Rican","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Northern Bronx,10465,The Bronx,Yes,I personally own or lease a car,2,Hybrid,On the street,NA,Yes,Yes,2,Yes,Other,NA,Staying the same,NA,Getting better,I take the bus the same amount,Living in a committed partnership,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,At an office,"Yes, work from home",NA,9am,6pm,NA
